order_release_id,customer_paid_amount,total_commission_plus_tcs_tds_deduction,total_logistics_deduction,vendor_payout_amount,source_file
8306234717,599.004,-109.447,-213.58,275.973,02-2025
8314293968,948.99,-173.395,-84.96,690.645,02-2025
8321029281,599.0039999999999,-109.445,-70.7764,418.7786,02-2025
8296149749,949.001,-173.396,-89.6564,685.9476000000001,02-2025
8315529371,699.0060000000001,-127.718,-86.14,485.14200000000005,02-2025
8319753487,799.008,-145.989,-80.2164,572.7946,02-2025
8314062643,799.008,-145.989,-80.2164,572.7946,02-2025
8299464985,949.001,-173.395,-181.72,593.885,02-2025
8302554901,698.9960000000001,-127.718,-169.8964,401.38560000000007,02-2025
8311953644,649.005,-118.581,-86.14,444.279,02-2025
8291155771,798.998,-145.989,-181.72,471.291,02-2025
8294772328,798.998,-145.989,-181.72,471.291,02-2025
8310184164,798.998,-145.988,-90.86,562.1519999999999,02-2025
8297789907,649.006,-118.582,-177.0,353.41799999999995,02-2025
8299096751,899.0,-164.26,-215.9164,518.8235999999999,02-2025
8316236772,799.008,-145.989,-80.2164,572.7946,02-2025
8299390296,798.998,-145.989,-176.9764,476.0346,02-2025
8293280118,999.002,-182.531,-181.72,634.749,02-2025
8297006431,798.998,-145.989,-181.72,471.291,02-2025
8301116449,599.004,-109.445,-77.8564,411.6986,02-2025
8301195218,798.998,-145.989,-80.2164,572.7946,02-2025
8303318858,798.998,-145.989,-176.9764,476.0346,02-2025
8283775096,649.005,-118.581,-168.7164,361.7026,02-2025
8306843814,798.998,-145.989,-86.1164,566.8946,02-2025
8320777694,798.998,-145.989,-86.1164,566.8946,02-2025
8311916370,599.004,-109.445,-87.2964,402.2586,02-2025
8306511524,848.999,-155.125,-101.48,592.395,02-2025
8295652704,798.998,-145.989,-176.9764,476.0346,02-2025
8304756357,799.008,-145.989,-86.1164,566.8946,02-2025
8286450269,798.998,-145.989,-176.9764,476.0346,02-2025
8296442761,799.008,-145.988,-84.96,568.052,02-2025
8304002769,799.008,-145.987,-84.96,568.0530000000001,02-2025
8295539630,649.005,-118.581,-71.9564,458.4626,02-2025
8314950898,699.0060000000001,-127.718,-79.0364,492.2456,02-2025
8292119373,798.998,-145.988,-181.72,471.292,02-2025
8306313698,599.004,-109.445,-87.2964,402.2586,02-2025
8311395351,899.0,-164.26,-215.9164,518.8235999999999,02-2025
8298861699,599.0039999999999,-109.445,-87.32,402.235,02-2025
8321257844,949.001,-173.396,-89.6564,685.9476000000001,02-2025
8285402149,599.004,-109.445,-213.58,275.975,02-2025
8298832417,798.998,-145.989,-86.1164,566.8946,02-2025
8305814830,649.005,-118.581,-168.7164,361.7026,02-2025
8310718512,949.001,-173.396,-90.86,684.744,02-2025
8296009650,798.998,-145.989,-181.72,471.291,02-2025
8300242586,798.998,-145.989,-86.1164,566.8946,02-2025
8304957565,599.0039999999999,-109.445,-87.2964,402.2586,02-2025
8317356621,699.0060000000001,-127.716,-80.24,491.0440000000001,02-2025
8300501825,799.008,-145.989,-80.2164,572.7946,02-2025
8296934401,599.004,-109.445,-204.1164,285.4386,02-2025
8298772088,798.998,-145.989,-90.86,562.151,02-2025
8305733853,899.0,-164.26,-218.3,516.44,02-2025
8317531861,599.004,-109.447,-96.76,392.793,02-2025
8308321720,798.998,-145.989,-181.72,471.291,02-2025
8315635852,949.001,-173.396,-181.72,593.884,02-2025
8319722807,798.998,-145.989,-176.9764,476.0346,02-2025
8295650850,798.998,-145.989,-176.9764,476.0346,02-2025
8316195235,649.005,-118.581,-77.8564,452.5626,02-2025
8316926618,649.005,-118.581,-168.7164,361.7026,02-2025
8291570370,798.998,-145.989,-181.72,471.291,02-2025
8296704030,798.998,-145.989,-181.72,471.291,02-2025
8308655855,848.999,-155.125,-94.3764,599.4986,02-2025
8313837470,649.005,-118.581,-168.7164,361.7026,02-2025
8316721767,649.005,-118.581,-168.7164,361.7026,02-2025
8307709231,698.9960000000001,-127.718,-169.8964,401.38560000000007,02-2025
8309743225,698.9960000000001,-127.718,-86.14,485.14200000000005,02-2025
8302789958,649.005,-118.581,-168.7164,361.7026,02-2025
8307352466,949.001,-173.396,-181.72,593.884,02-2025
8316553296,599.004,-109.445,-177.0,312.555,02-2025
8303652605,599.004,-109.447,-213.58,275.973,02-2025
8308310334,599.004,-109.445,-70.7764,418.7786,02-2025
8309302849,649.006,-118.581,-77.8564,452.5626,02-2025
8317975722,948.99,-173.396,-83.7564,691.8476,02-2025
8310720155,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8316505987,798.998,-145.989,-88.205,564.806,02-2025
8287405080,798.998,-145.988,-90.86,562.152,02-2025
8297339134,599.004,-109.445,-96.76,392.795,02-2025
8319784545,798.998,-145.989,-89.09,563.9209999999999,02-2025
8308829704,949.001,-173.396,-218.3,557.304,02-2025
8309244272,798.998,-145.989,-86.1164,566.8946,02-2025
8302095621,948.99,-173.396,-84.96,690.644,02-2025
8315035632,799.008,-145.989,-181.72,471.291,02-2025
8319946643,798.998,-145.989,-90.86,562.151,02-2025
8321284741,799.008,-145.989,-80.2164,572.7946,02-2025
8286036860,798.998,-145.989,-181.72,471.291,02-2025
8293959918,899.0,-164.26,-181.72,553.02,02-2025
8299821301,798.998,-145.989,-181.72,471.29100000000005,02-2025
8301154035,798.998,-145.989,-181.72,471.291,02-2025
8217611496,379.008,-69.249,-63.2244,246.5266,02-2025
8288556751,698.9960000000001,-127.718,-83.485,487.797,02-2025
8319524399,999.002,-182.531,-90.86,725.609,02-2025
8323286898,899.01,-164.26,-89.6564,645.0836,02-2025
8294930955,949.001,-173.396,-89.6564,685.9476000000001,02-2025
8306334323,849.0100000000001,-155.125,-97.9164,595.9586,02-2025
8289023607,699.0060000000001,-127.718,-79.0364,492.2456,02-2025
8295451661,599.004,-109.445,-87.2964,402.2586,02-2025
8283879874,524.003,-95.742,-213.58,214.678,02-2025
8290428098,599.004,-109.445,-96.76,392.795,02-2025
8295466106,599.004,-109.445,-167.5364,322.0186,02-2025
8306034959,799.008,-145.989,-86.1164,566.8946,02-2025
8310825397,798.998,-145.989,-181.72,471.291,02-2025
8284990205,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8309949628,699.0060000000001,-127.718,-79.0364,492.2456,02-2025
8290324806,599.004,-109.445,-80.24,409.315,02-2025
8285782476,798.998,-145.989,-86.1164,566.8946,02-2025
8315200600,798.998,-145.989,-90.86,562.151,02-2025
8290237780,798.998,-145.989,-90.86,562.151,02-2025
8316229332,999.002,-182.531,-181.6964,634.7726,02-2025
8295659572,948.99,-173.396,-83.7564,691.8476,02-2025
8301716745,599.004,-109.445,-96.76,392.795,02-2025
8288556748,798.998,-145.989,-90.86,562.151,02-2025
8285431506,798.998,-145.989,-181.72,471.291,02-2025
8291993330,599.004,-109.445,-77.8564,411.6986,02-2025
8301509048,798.998,-145.989,-176.9764,476.0346,02-2025
8304908782,998.992,-182.532,-84.96,731.5080000000002,02-2025
8311951182,799.008,-145.989,-81.3964,571.6146,02-2025
8314400284,798.998,-145.989,-176.9764,476.0346,02-2025
8287773067,599.004,-109.445,-70.7764,418.7786,02-2025
8288330767,499.002,-91.174,-66.0564,341.7696,02-2025
8311869292,599.004,-109.447,-96.76,392.793,02-2025
8312909637,599.004,-109.445,-86.14,403.415,02-2025
8316635547,798.998,-145.989,-86.1164,566.8946,02-2025
8321870453,848.999,-155.125,-214.7364,479.1386,02-2025
8322615920,649.006,-118.582,-80.24,450.178,02-2025
8319953029,848.999,-155.125,-101.48,592.395,02-2025
8318601954,799.008,-145.989,-86.1164,566.8946,02-2025
8308807451,798.998,-145.989,-134.52,518.491,02-2025
8286114693,727.9970000000001,-133.016,-170.5808,424.4031999999999,02-2025
8307094063,599.004,-109.445,-87.2964,402.2586,02-2025
8294384509,948.99,-173.396,-83.7564,691.8476,02-2025
8295136317,799.008,-145.989,-80.2164,572.7946,02-2025
8319087764,649.005,-118.581,-75.2014,455.2176,02-2025
8294665765,798.998,-145.989,-86.1164,566.8946,02-2025
8297083039,599.004,-109.446,-96.76,392.794,02-2025
8285722413,798.998,-145.989,-129.7764,523.2346,02-2025
8287634504,949.001,-173.396,-134.52,641.0840000000001,02-2025
8296875622,798.998,-145.989,-176.9764,476.0346,02-2025
8306370104,798.998,-145.989,-181.72,471.291,02-2025
8314710699,798.998,-145.989,-134.52,518.491,02-2025
8291109292,798.998,-145.989,-181.72,471.291,02-2025
8298930514,599.004,-109.445,-96.76,392.795,02-2025
8320338355,599.004,-109.445,-76.6764,412.8786,02-2025
8323015093,499.002,-91.174,-66.0564,341.7696,02-2025
8293768016,599.004,-109.445,-77.8564,411.6986,02-2025
8294473466,948.99,-173.396,-89.6564,685.9476000000001,02-2025
8296225874,599.004,-109.445,-96.76,392.795,02-2025
8296847303,599.004,-109.445,-87.2964,402.2586,02-2025
8297330283,948.99,-173.396,-83.7564,691.8476,02-2025
8286427751,599.004,-109.445,-87.2964,402.2586,02-2025
8289427896,599.004,-109.445,-177.0,312.555,02-2025
8298731042,948.99,-173.396,-90.86,684.744,02-2025
8302832751,798.998,-145.989,-86.1164,566.8946,02-2025
8308810796,899.0,-164.26,-218.3,516.44,02-2025
8300044438,798.998,-145.989,-86.1164,566.8946,02-2025
8318797217,798.998,-145.989,-84.96,568.0509999999999,02-2025
8294746645,798.998,-145.989,-86.1164,566.8946,02-2025
8302892616,899.01,-164.26,-181.72,553.02,02-2025
8316098734,599.0039999999999,-109.445,-70.7764,418.7786,02-2025
8316605922,599.004,-109.445,-86.14,403.415,02-2025
8290240005,698.9960000000001,-127.718,-86.14,485.14200000000005,02-2025
8314339717,698.9960000000001,-127.718,-99.0964,472.1856,02-2025
8320244951,949.001,-173.396,-90.86,684.7439999999999,02-2025
8314034572,698.9960000000001,-127.718,-80.24,491.042,02-2025
8315878835,599.004,-109.445,-86.14,403.415,02-2025
8316850258,998.992,-182.531,-84.9364,731.5326,02-2025
8299452501,948.99,-173.396,-84.96,690.644,02-2025
8300324659,599.004,-109.445,-87.2964,402.2586,02-2025
8307792882,849.0100000000001,-155.125,-88.4764,605.3986,02-2025
8290877412,698.9960000000001,-127.716,-177.0,394.284,02-2025
8317518019,798.998,-145.989,-86.1164,566.8946,02-2025
8320818191,798.998,-145.989,-90.86,562.151,02-2025
8297054018,999.002,-182.532,-218.3,598.1680000000001,02-2025
8315010181,799.008,-145.989,-84.96,568.0510000000002,02-2025
8284524810,622.9970000000001,-113.831,-177.0,332.1689999999999,02-2025
8288729304,798.998,-145.989,-90.86,562.151,02-2025
8297130248,649.005,-118.581,-86.14,444.279,02-2025
8306207109,799.008,-145.989,-84.96,568.0509999999999,02-2025
8321478013,998.992,-182.531,-84.9364,731.5326,02-2025
8305621249,798.998,-145.989,-181.72,471.291,02-2025
8307798100,798.998,-145.989,-176.9764,476.0346,02-2025
8318627130,599.0039999999999,-109.445,-70.7764,418.7786,02-2025
8293186288,599.004,-109.445,-167.5364,322.0186,02-2025
8301079750,799.008,-145.989,-80.2164,572.7946,02-2025
8320252459,599.004,-109.445,-204.1164,285.4386,02-2025
8295315754,599.0039999999999,-109.445,-87.32,402.235,02-2025
8298395411,949.001,-173.396,-181.72,593.884,02-2025
8311334588,798.998,-145.989,-90.86,562.151,02-2025
8296929154,599.004,-109.445,-167.5364,322.0186,02-2025
8301340322,599.0039999999999,-109.443,-87.32,402.217,02-2025
8308816059,599.004,-109.445,-76.6764,412.8786,02-2025
8287720717,798.998,-145.989,-86.1164,566.8946,02-2025
8308062458,798.998,-145.989,-176.9764,476.0346,02-2025
8316953384,749.0079999999999,-136.853,-74.3164,537.8305999999999,02-2025
8319018594,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8307105999,599.004,-109.445,-213.58,275.975,02-2025
8319537626,599.004,-109.445,-77.8564,411.6986,02-2025
8320703428,599.0039999999999,-109.445,-89.09,400.465,02-2025
8313463518,798.998,-145.989,-84.96,568.0510000000002,02-2025
8285889558,849.0100000000001,-155.125,-218.3,475.575,02-2025
8301382574,599.004,-109.445,-151.63,337.925,02-2025
8309022224,799.008,-145.989,-86.1164,566.8946,02-2025
8311351618,799.008,-145.989,-80.2164,572.7946,02-2025
8317539039,849.0100000000001,-155.125,-88.4764,605.3986,02-2025
8304679357,798.998,-145.989,-181.72,471.291,02-2025
8316966271,948.99,-173.395,-90.86,684.745,02-2025
8320630375,798.998,-145.989,-86.1164,566.8946,02-2025
8300240534,599.004,-109.445,-213.58,275.975,02-2025
8313678766,798.998,-145.989,-181.72,471.291,02-2025
8288131451,999.002,-182.531,-181.72,634.749,02-2025
8319729606,798.998,-145.989,-176.9764,476.0346,02-2025
8293186514,798.998,-145.989,-84.3464,568.6646,02-2025
8306435254,949.001,-173.396,-181.72,593.884,02-2025
8311433725,948.99,-173.396,-90.86,684.744,02-2025
8316953346,599.0039999999999,-109.445,-77.8564,411.6986,02-2025
8288546066,948.99,-173.396,-83.7564,691.8476,02-2025
8304756353,798.998,-145.989,-129.7764,523.2346,02-2025
8307883142,798.998,-145.989,-106.1764,546.8345999999999,02-2025
8281995812,949.001,-173.395,-181.72,593.885,02-2025
8287457777,599.004,-109.445,-86.14,403.415,02-2025
8287875369,599.004,-109.445,-87.32,402.235,02-2025
8296531469,949.001,-173.396,-181.72,593.884,02-2025
8311034032,949.001,-173.396,-90.86,684.744,02-2025
8302410780,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8316167947,699.0060000000001,-127.718,-73.1364,498.14560000000006,02-2025
8308467265,599.004,-109.445,-96.76,392.795,02-2025
8304571816,599.0039999999999,-109.445,-77.8564,411.6986,02-2025
8295089993,698.9960000000001,-127.718,-79.0364,492.2456,02-2025
8284011800,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8287566585,798.998,-145.989,-84.3464,568.6646,02-2025
8289969505,599.004,-109.446,-88.5,401.054,02-2025
8292925889,698.9960000000001,-127.717,-177.0,394.2829999999999,02-2025
8303840357,798.998,-145.989,-181.72,471.291,02-2025
8308324764,599.004,-109.447,-96.76,392.793,02-2025
8290962377,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8288579392,798.998,-145.989,-181.72,471.2910000000001,02-2025
8286777108,798.998,-145.989,-90.86,562.151,02-2025
8303962357,599.004,-109.447,-213.58,275.973,02-2025
8322726713,948.99,-173.396,-90.86,684.7440000000001,02-2025
8288783180,949.001,-173.396,-181.72,593.8839999999999,02-2025
8315854639,798.998,-145.989,-176.9764,476.0346,02-2025
8319724507,798.998,-145.989,-181.72,471.291,02-2025
8296753382,599.004,-109.445,-213.58,275.975,02-2025
8315150210,748.9970000000001,-136.853,-74.3164,537.8305999999999,02-2025
8297348371,698.9960000000001,-127.718,-169.8964,401.38560000000007,02-2025
8307099985,599.004,-109.445,-76.6764,412.8786,02-2025
8300977808,599.004,-109.445,-142.1664,347.3886,02-2025
8301242874,599.004,-109.445,-213.58,275.975,02-2025
8315500615,698.9960000000001,-127.718,-86.14,485.14200000000005,02-2025
8314349050,949.001,-173.396,-181.72,593.884,02-2025
8303294005,599.004,-109.445,-76.6764,412.8786,02-2025
8287154001,798.998,-145.989,-181.72,471.291,02-2025
8303929105,649.005,-118.581,-86.14,444.279,02-2025
8291032234,798.998,-145.989,-176.9764,476.0346,02-2025
8295293552,798.998,-145.989,-86.1164,566.8946,02-2025
8307935341,698.9960000000001,-127.718,-79.0364,492.2456,02-2025
8305029086,599.0039999999999,-109.445,-96.76,392.795,02-2025
8310030589,799.008,-145.989,-86.1164,566.8946,02-2025
8281256173,1549.005,-282.471,-237.1564,1029.3726,02-2025
8284955446,798.998,-145.989,-181.72,471.291,02-2025
8293002729,599.004,-109.445,-80.24,409.315,02-2025
8313808188,949.001,-173.396,-181.72,593.884,02-2025
8289347700,798.998,-145.989,-181.72,471.291,02-2025
8298568061,599.004,-109.445,-96.76,392.795,02-2025
8302842366,798.998,-145.989,-181.72,471.291,02-2025
8322065364,799.008,-145.989,-90.86,562.151,02-2025
8316187265,599.004,-109.445,-204.1164,285.4386,02-2025
8299506261,699.0060000000001,-127.718,-73.1364,498.14560000000006,02-2025
8316713806,599.004,-109.445,-96.76,392.795,02-2025
8288136909,599.004,-109.445,-70.7764,418.7786,02-2025
8316635545,698.9960000000001,-127.718,-77.2664,494.01560000000006,02-2025
8316839062,799.008,-145.989,-84.96,568.0509999999999,02-2025
8317950210,949.001,-173.396,-90.86,684.744,02-2025
8285560212,698.9960000000001,-127.718,-169.8964,401.38560000000007,02-2025
8300824872,799.008,-145.989,-86.1164,566.8946,02-2025
8313145853,698.9960000000001,-127.717,-86.14,485.143,02-2025
8290632690,949.001,-173.396,-133.3164,642.2876000000001,02-2025
8308482360,899.0,-164.26,-179.3364,555.4036,02-2025
8310986319,999.002,-182.531,-101.4564,715.0126,02-2025
8287553969,798.998,-145.989,-176.9764,476.0346,02-2025
8305012900,899.01,-164.26,-89.6564,645.0836,02-2025
8310415545,599.004,-109.445,-204.1164,285.4386,02-2025
8319421147,948.99,-173.396,-84.96,690.644,02-2025
8285943303,949.001,-173.396,-181.72,593.884,02-2025
8291461369,798.998,-145.989,-86.1164,566.8946,02-2025
8302700275,798.998,-145.988,-181.72,471.292,02-2025
8288193012,798.998,-145.989,-86.1164,566.8946,02-2025
8317870509,949.001,-173.397,-90.86,684.743,02-2025
8286434848,798.998,-145.989,-90.86,562.1510000000001,02-2025
8293214717,949.001,-173.396,-181.72,593.884,02-2025
8310017228,799.008,-145.989,-84.96,568.0509999999999,02-2025
8295156324,698.9960000000001,-127.718,-169.8964,401.38560000000007,02-2025
8317599543,599.004,-109.445,-87.2964,402.2586,02-2025
8292058460,599.004,-109.445,-204.1164,285.4386,02-2025
8293591298,798.998,-145.989,-90.86,562.151,02-2025
8315226379,599.004,-109.445,-76.6764,412.8786,02-2025
8321498624,599.004,-109.445,-87.2964,402.2586,02-2025
8289532070,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8315521585,798.998,-145.989,-129.7764,523.2346,02-2025
8315643987,799.008,-145.989,-81.9864,571.0246,02-2025
8321532356,999.002,-182.531,-181.72,634.749,02-2025
8291316920,948.99,-173.396,-83.7564,691.8476,02-2025
8316272164,798.998,-145.989,-176.9764,476.0346,02-2025
8317198353,649.005,-118.581,-77.8564,452.5626,02-2025
8287735108,798.998,-145.988,-181.72,471.292,02-2025
8306137446,799.008,-145.989,-90.86,562.151,02-2025
8309594173,649.006,-118.581,-86.14,444.279,02-2025
8312042272,649.005,-118.581,-77.8564,452.5626,02-2025
8313079575,599.004,-109.446,-151.63,337.924,02-2025
8322277912,949.001,-173.396,-84.96,690.644,02-2025
8291005203,798.998,-145.989,-176.9764,476.0346,02-2025
8294457806,649.005,-118.581,-168.7164,361.7026,02-2025
8296587288,949.001,-173.396,-181.72,593.884,02-2025
8298946036,799.008,-145.989,-176.9764,476.0346,02-2025
8302135852,698.9960000000001,-127.718,-177.0,394.282,02-2025
8309315139,698.9960000000001,-127.717,-80.24,491.043,02-2025
8315521588,798.998,-145.989,-176.9764,476.0346,02-2025
8288077492,748.9970000000001,-136.853,-86.14,526.0070000000001,02-2025
8304973395,799.008,-145.989,-86.1164,566.8946,02-2025
8292366464,698.9960000000001,-127.718,-169.8964,401.38560000000007,02-2025
8298915101,948.99,-173.396,-89.09,686.5140000000001,02-2025
8318291854,949.001,-173.396,-90.86,684.744,02-2025
8296800868,948.99,-173.396,-83.7564,691.8476,02-2025
8300675696,798.998,-145.989,-90.86,562.151,02-2025
8302787069,798.998,-145.989,-181.72,471.291,02-2025
8309898878,998.992,-182.531,-92.0164,724.4526000000001,02-2025
8295874492,599.0039999999999,-109.445,-77.8564,411.6986,02-2025
8311887743,798.998,-145.989,-181.72,471.291,02-2025
8316289024,599.0039999999999,-109.445,-70.7764,418.7786,02-2025
8285895934,599.004,-109.445,-213.58,275.975,02-2025
8311019942,599.004,-109.445,-96.76,392.795,02-2025
8285596695,949.001,-173.396,-181.72,593.884,02-2025
8287589831,949.001,-173.396,-89.6564,685.9476000000001,02-2025
8299841823,649.005,-118.581,-77.8564,452.5626,02-2025
8301382578,599.004,-109.445,-213.58,275.975,02-2025
8287048975,798.998,-145.989,-181.72,471.291,02-2025
8293585988,798.998,-145.989,-176.9764,476.0346,02-2025
8318940780,798.998,-145.989,-176.9764,476.0346,02-2025
8314872943,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8318136452,698.9960000000001,-127.718,-169.8964,401.38560000000007,02-2025
8319998801,798.998,-145.989,-86.1164,566.8946,02-2025
8297959968,949.001,-173.396,-84.96,690.644,02-2025
8298402789,599.004,-109.445,-213.58,275.975,02-2025
8294069669,798.998,-145.989,-90.86,562.151,02-2025
8318694853,799.008,-145.989,-80.2164,572.7946,02-2025
8302178423,798.998,-145.989,-129.7764,523.2346,02-2025
8305612463,798.998,-145.989,-129.7764,523.2346,02-2025
8311953562,599.004,-109.445,-204.1164,285.4386,02-2025
8293971326,799.008,-145.989,-90.86,562.151,02-2025
8304202859,649.005,-118.582,-80.24,450.178,02-2025
8317830508,799.008,-145.989,-80.2164,572.7946,02-2025
8309165874,599.004,-109.445,-87.2964,402.2586,02-2025
8319722805,799.008,-145.989,-80.2164,572.7946,02-2025
8290675622,798.998,-145.988,-181.72,471.292,02-2025
8298909711,599.004,-109.445,-204.1164,285.4386,02-2025
8313236865,949.001,-173.396,-89.6564,685.9476000000001,02-2025
8306968345,798.998,-145.989,-181.72,471.291,02-2025
8297113902,799.008,-145.989,-84.96,568.0509999999999,02-2025
8312355404,798.998,-145.989,-181.72,471.291,02-2025
8312270336,699.0060000000001,-127.718,-83.485,487.797,02-2025
8289524967,798.998,-145.989,-84.96,568.0509999999999,02-2025
8291726700,599.0039999999999,-109.445,-70.7764,418.7786,02-2025
8308042977,798.998,-145.989,-181.72,471.291,02-2025
8295487160,899.01,-164.26,-92.04,642.7,02-2025
8297817778,798.998,-145.988,-181.72,471.292,02-2025
8299830382,798.998,-145.988,-90.86,562.152,02-2025
8294085630,699.0060000000001,-127.718,-73.1364,498.14560000000006,02-2025
8318301756,899.0,-164.26,-215.9164,518.8235999999999,02-2025
8287899027,949.001,-173.396,-90.86,684.744,02-2025
8296607875,798.998,-145.989,-176.9764,476.0346,02-2025
8317777640,899.0,-164.26,-88.4764,646.2636,02-2025
8320691246,698.9960000000001,-127.718,-169.8964,401.38560000000007,02-2025
8323700183,599.0039999999999,-109.445,-87.32,402.235,02-2025
8300062578,599.004,-109.445,-120.655,368.9,02-2025
8308658434,798.998,-145.989,-86.1164,566.8946,02-2025
8304806393,899.0,-164.26,-99.0964,635.6436,02-2025
8307454472,649.005,-118.581,-168.7164,361.7026,02-2025
8308376550,599.004,-109.445,-87.2964,402.2586,02-2025
8320590454,799.008,-145.989,-181.72,471.291,02-2025
8296381316,599.004,-109.446,-213.58,275.97399999999993,02-2025
8301739229,798.998,-145.989,-176.9764,476.0346,02-2025
8312681303,798.998,-145.989,-181.72,471.291,02-2025
8284878734,748.9970000000001,-136.853,-177.0,435.14699999999993,02-2025
8306865917,599.0039999999999,-109.445,-77.8564,411.6986,02-2025
8304158015,848.999,-155.125,-214.7364,479.1386,02-2025
8305462403,798.998,-145.989,-176.9764,476.0346,02-2025
8311522831,999.002,-182.531,-101.48,714.989,02-2025
8320793333,798.998,-145.989,-90.86,562.1510000000001,02-2025
8320692481,599.004,-109.445,-151.63,337.925,02-2025
8295130920,798.998,-145.989,-90.86,562.151,02-2025
8303227571,798.998,-145.989,-176.9764,476.0346,02-2025
8281521825,499.002,-91.174,-192.3164,215.50960000000003,02-2025
8290695219,798.998,-145.989,-134.52,518.491,02-2025
8303154384,798.998,-145.989,-181.72,471.291,02-2025
8298118245,599.004,-109.445,-204.1164,285.4386,02-2025
8306066673,798.998,-145.989,-176.9764,476.0346,02-2025
8310446924,599.004,-109.445,-204.1164,285.4386,02-2025
8310025689,799.008,-145.989,-134.52,518.491,02-2025
8321329552,798.998,-145.989,-176.9764,476.0346,02-2025
8286908934,712.005,-130.092,-84.37,497.538,02-2025
8293515925,899.0,-164.26,-99.0964,635.6436,02-2025
8299397541,599.0039999999999,-109.445,-80.24,409.315,02-2025
8299511094,798.998,-145.989,-90.86,562.151,02-2025
8304195703,698.9960000000001,-127.718,-79.0364,492.2456,02-2025
8320931431,798.998,-145.989,-176.9764,476.0346,02-2025
8312001429,599.004,-109.446,-213.58,275.974,02-2025
8311304920,599.0039999999999,-109.446,-96.76,392.794,02-2025
8284700720,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8305495654,798.998,-145.989,-176.9764,476.0346,02-2025
8288858828,899.0,-164.26,-215.9164,518.8235999999999,02-2025
8299923153,599.0039999999999,-109.443,-87.32,402.217,02-2025
8296344365,698.9960000000001,-127.718,-79.0364,492.2456,02-2025
8308537780,798.998,-145.989,-181.72,471.291,02-2025
8297035841,599.0039999999999,-109.445,-77.8564,411.6986,02-2025
8322964276,799.008,-145.989,-80.2164,572.7946,02-2025
8297333878,798.998,-145.989,-86.1164,566.8946,02-2025
8309158419,599.004,-109.445,-96.76,392.795,02-2025
8318715449,798.998,-145.989,-176.9764,476.0346,02-2025
8288440111,798.998,-145.989,-181.72,471.291,02-2025
8299169482,799.008,-145.989,-84.96,568.0509999999999,02-2025
8314682021,599.0039999999999,-109.445,-81.42,408.135,02-2025
8322266145,599.0039999999999,-109.445,-70.7764,418.7786,02-2025
8285539157,798.998,-145.989,-181.72,471.291,02-2025
8288063679,798.998,-145.989,-181.72,471.291,02-2025
8298468860,798.998,-145.989,-181.72,471.291,02-2025
8309318869,949.001,-173.396,-181.72,593.884,02-2025
8311082099,798.998,-145.989,-181.72,471.291,02-2025
8296274705,699.0060000000001,-127.718,-80.24,491.0419999999999,02-2025
8310211819,799.008,-145.989,-81.3964,571.6146,02-2025
8294295870,599.004,-109.445,-76.6764,412.8786,02-2025
8288505457,798.998,-145.989,-181.72,471.2910000000001,02-2025
8287413358,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8296586261,649.005,-118.581,-177.0,353.419,02-2025
8300067681,599.004,-109.446,-177.0,312.554,02-2025
8296024121,599.004,-109.445,-213.58,275.975,02-2025
8302577865,798.998,-145.989,-176.9764,476.0346,02-2025
8316310455,599.0039999999999,-109.445,-76.6764,412.8786,02-2025
8300889980,999.002,-182.531,-101.4564,715.0126,02-2025
8286187232,599.0039999999999,-109.445,-76.6764,412.8786,02-2025
8298722753,599.004,-109.446,-213.58,275.97399999999993,02-2025
8302808952,948.99,-173.396,-83.7564,691.8476,02-2025
8297750982,799.008,-145.988,-90.86,562.1519999999999,02-2025
8288145450,798.998,-145.989,-181.72,471.291,02-2025
8314478201,649.005,-118.581,-168.7164,361.7026,02-2025
8287880335,799.008,-145.989,-84.96,568.0509999999999,02-2025
8297367665,699.0060000000001,-127.718,-169.8964,401.38560000000007,02-2025
8306489266,599.004,-109.445,-204.1164,285.4386,02-2025
8310083465,848.999,-155.125,-214.7364,479.1386,02-2025
8294710811,799.008,-145.989,-80.2164,572.7946,02-2025
8310600401,799.008,-145.989,-86.1164,566.8946,02-2025
8319439118,599.0039999999999,-109.445,-87.2964,402.2586,02-2025
8297150128,848.999,-155.125,-214.7364,479.1386,02-2025
8289483832,599.004,-109.446,-96.76,392.794,02-2025
8295501773,999.002,-182.531,-90.86,725.609,02-2025
8293610006,798.998,-145.989,-176.9764,476.0346,02-2025
8302757827,798.998,-145.989,-90.86,562.151,02-2025
8288620464,698.9960000000001,-127.718,-169.8964,401.38560000000007,02-2025
8306696662,599.004,-109.445,-213.58,275.975,02-2025
8298188408,899.01,-164.26,-84.96,649.78,02-2025
8311102136,599.004,-109.445,-204.1164,285.4386,02-2025
8311687081,949.001,-173.396,-89.6564,685.9476000000001,02-2025
8298648542,949.001,-173.396,-110.92,664.6839999999999,02-2025
